,ds,trend,cap,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,buddabirthday,buddabirthday_lower,buddabirthday_upper,childrendays,childrendays_lower,childrendays_upper,crismasday,crismasday_lower,crismasday_upper,holidays,holidays_lower,holidays_upper,independencemovementday,independencemovementday_lower,independencemovementday_upper,koreanday,koreanday_lower,koreanday_upper,liberationday,liberationday_lower,liberationday_upper,memorialday,memorialday_lower,memorialday_upper,nationalfoundationday,nationalfoundationday_lower,nationalfoundationday_upper,newyear,newyear_lower,newyear_upper,thanksgivingday,thanksgivingday_lower,thanksgivingday_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2018-01-01,414.2798011,1900,-215.108827,231.3747447,414.2798011,414.2798011,-407.2370263,-407.2370263,-407.2370263,0,0,0,0,0,0,0,0,0,267.9437585,267.9437585,267.9437585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267.9437585,267.9437585,267.9437585,0,0,0,-451.1245852,-451.1245852,-451.1245852,-224.0561996,-224.0561996,-224.0561996,0,0,0,7.042774723
1,2018-01-02,414.3101544,1900,37.62064305,487.8209146,414.3101544,414.3101544,-146.6783403,-146.6783403,-146.6783403,0,0,0,0,0,0,0,0,0,59.31104059,59.31104059,59.31104059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.31104059,59.31104059,59.31104059,0,0,0,15.83913154,15.83913154,15.83913154,-221.8285125,-221.8285125,-221.8285125,0,0,0,267.6318141
2,2018-01-03,414.3405077,1900,-8.899969741,447.2967175,414.3405077,414.3405077,-191.619402,-191.619402,-191.619402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.40296619,27.40296619,27.40296619,-219.0223681,-219.0223681,-219.0223681,0,0,0,222.7211057
3,2018-01-04,414.370861,1900,-14.16764704,433.0549392,414.370861,414.370861,-207.3601999,-207.3601999,-207.3601999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.352840084,8.352840084,8.352840084,-215.71304,-215.71304,-215.71304,0,0,0,207.0106611
4,2018-01-05,414.4012143,1900,-33.30742757,398.5036076,414.4012143,414.4012143,-229.0522625,-229.0522625,-229.0522625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-17.06416925,-17.06416925,-17.06416925,-211.9880932,-211.9880932,-211.9880932,0,0,0,185.3489519
5,2018-01-06,414.4315677,1900,162.6205885,630.6039219,414.4315677,414.4315677,-31.58345984,-31.58345984,-31.58345984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.3611889,176.3611889,176.3611889,-207.9446487,-207.9446487,-207.9446487,0,0,0,382.8481078
6,2018-01-07,414.461921,1900,223.0862563,653.8233245,414.461921,414.461921,36.5462162,36.5462162,36.5462162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240.2326277,240.2326277,240.2326277,-203.6864115,-203.6864115,-203.6864115,0,0,0,451.0081372
7,2018-01-08,414.4922743,1900,-460.0327914,-11.28651984,414.4922743,414.4922743,-650.4451432,-650.4451432,-650.4451432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-451.1245852,-451.1245852,-451.1245852,-199.320558,-199.320558,-199.320558,0,0,0,0
8,2018-01-09,414.5226276,1900,15.90669159,461.9620021,414.5226276,414.5226276,-179.1154476,-179.1154476,-179.1154476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.83913154,15.83913154,15.83913154,-194.9545792,-194.9545792,-194.9545792,0,0,0,235.40718
9,2018-01-10,414.5529809,1900,21.50932191,457.1057662,414.5529809,414.5529809,-163.2902096,-163.2902096,-163.2902096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.40296619,27.40296619,27.40296619,-190.6931758,-190.6931758,-190.6931758,0,0,0,251.2627714
