year,avgTemp,minTemp,maxTemp,corona,result
20180101,-1,-5,4,0,106
20180102,-2,-4,2,0,31
20180103,-5,-7,0,0,25
20180104,-5,-9,-1,0,33
20180105,-3,-6,2,0,35
20180106,-3,-7,3,0,45
20180107,-1,-6,3,0,86
20180109,-4,-6,-1,0,19
20180110,-8,-10,-5,0,18
20180111,-11,-14,-7,0,10
20180112,-10,-15,-5,0,9
20180113,-4,-7,-1,0,32
20180114,1,-4,5,0,101
20180116,4,0,7,0,27
20180117,5,2,9,0,29
20180118,2,0,5,0,19
20180119,1,-3,6,0,42
20180120,2,-1,7,0,82
20180121,0,-4,6,0,85
20180123,-12,-15,-5,0,23
20180124,-14,-16,-11,0,6
20180125,-14,-16,-10,0,13
20180126,-15,-18,-11,0,16
20180127,-10,-16,-4,0,23
20180128,-6,-9,-1,0,47
20180130,-5,-11,-1,0,17
20180131,-3,-5,0,0,52
20180201,-4,-9,1,0,57
20180202,-2,-8,4,0,42
20180203,-7,-10,-2,0,102
20180204,-10,-13,-5,0,92
20180206,-10,-13,-6,0,25
20180207,-8,-13,-2,0,28
20180208,-4,-10,2,0,44
20180209,0,-5,6,0,45
20180210,-1,-7,3,0,75
20180211,-6,-10,-2,0,42
20180213,-1,-7,4,0,25
20180214,4,-1,9,0,26
20180215,-1,-4,4,0,115
20180216,-1,-6,5,0,273
20180217,-3,-7,1,0,225
20180218,0,-5,5,0,231
20180220,1,-2,6,0,60
20180221,-1,-5,4,0,72
20180222,1,-4,5,0,77
20180223,4,0,9,0,36
20180224,2,-1,7,0,156
20180225,2,-2,8,0,245
20180227,4,1,7,0,38
20180228,5,2,8,0,16
20180301,0,-4,3,0,70
20180302,-1,-7,5,0,31
20180303,8,0,16,0,310
20180304,10,8,12,0,130
20180306,5,-1,11,0,41
20180307,6,2,11,0,55
20180308,5,3,10,0,31
20180309,5,1,10,0,29
20180310,5,1,10,0,200
20180311,6,3,12,0,257
20180313,12,5,19,0,50
20180314,17,14,22,0,136
20180315,12,8,17,0,23
20180316,7,4,12,0,41
20180317,7,1,14,0,353
20180318,8,5,13,0,214
20180320,5,2,9,0,60
20180321,2,1,5,0,48
20180322,5,1,12,0,87
20180323,6,2,13,0,110
20180324,8,4,13,0,157
20180325,10,5,17,0,248
20180327,13,8,20,0,73
20180328,14,9,19,0,61
20180329,15,12,21,0,39
20180330,15,10,22,0,131
20180331,14,9,20,0,413
20180401,16,12,19,0,295
20180403,18,15,21,0,110
20180404,13,10,18,0,111
20180405,8,7,10,0,34
20180406,6,3,9,0,161
20180407,4,1,9,0,1055
20180408,4,1,8,0,220
20180410,15,7,22,0,238
20180411,13,9,17,0,146
20180412,13,7,20,0,233
20180413,15,8,19,0,300
20180414,9,8,15,0,114
20180415,10,6,14,0,567
20180417,13,7,20,0,316
20180418,12,6,19,0,507
20180419,14,7,21,0,597
20180420,18,11,26,0,611
20180421,19,12,26,0,836
20180422,16,11,21,0,338
20180424,12,9,16,0,207
20180425,15,6,23,0,335
20180426,15,10,22,0,259
20180427,16,10,23,0,276
20180428,15,11,22,0,717
20180429,16,9,23,0,1051
20180501,20,18,23,0,298
20180502,15,9,20,0,114
20180503,11,7,15,0,106
20180504,14,9,20,0,284
20180505,18,12,25,0,1136
20180506,17,15,21,0,255
20180507,19,14,26,0,772
20180508,18,12,23,0,180
20180509,16,9,22,0,225
20180510,15,11,21,0,304
20180511,16,12,21,0,1037
20180512,14,12,16,0,88
20180513,16,13,20,0,775
20180515,23,15,29,0,221
20180516,22,22,24,0,163
20180517,21,19,24,0,77
20180518,16,12,19,0,49
20180519,18,10,25,0,1061
20180520,17,12,23,0,777
20180522,18,15,23,0,624
20180523,17,14,23,0,1122
20180524,18,11,24,0,796
20180525,20,14,26,0,930
20180526,22,14,30,0,661
20180527,20,17,25,0,798
20180529,21,19,26,0,279
20180530,20,16,25,0,232
20180531,21,14,28,0,239
20180601,24,18,30,0,659
20180602,23,18,30,0,408
20180603,24,17,31,0,721
20180605,24,18,29,0,176
20180606,23,18,28,0,713
20180607,22,18,29,0,263
20180608,22,19,27,0,300
20180609,24,19,30,0,544
20180610,21,18,25,0,628
20180612,21,17,27,0,323
20180613,22,18,27,0,541
20180614,22,19,25,0,86
20180615,22,17,27,0,181
20180616,23,16,29,0,493
20180617,23,19,28,0,548
20180619,22,19,27,0,160
20180620,23,19,28,0,159
20180621,24,19,29,0,164
20180622,25,18,32,0,307
20180623,25,21,29,0,428
20180624,25,20,32,0,359
20180626,22,20,27,0,41
20180627,22,19,26,0,176
20180628,23,21,27,0,200
20180629,25,22,29,0,98
20180630,24,22,28,0,241
20180701,22,21,23,0,23
20180703,27,23,33,0,61
20180704,27,24,32,0,184
20180705,25,23,29,0,87
20180706,24,22,27,0,200
