,ds,trend,cap,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,buddabirthday,buddabirthday_lower,buddabirthday_upper,childrendays,childrendays_lower,childrendays_upper,crismasday,crismasday_lower,crismasday_upper,holidays,holidays_lower,holidays_upper,independencemovementday,independencemovementday_lower,independencemovementday_upper,koreanday,koreanday_lower,koreanday_upper,liberationday,liberationday_lower,liberationday_upper,memorialday,memorialday_lower,memorialday_upper,nationalfoundationday,nationalfoundationday_lower,nationalfoundationday_upper,newyear,newyear_lower,newyear_upper,thanksgivingday,thanksgivingday_lower,thanksgivingday_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,,
0,2011-01-01,3368.409296,25000,4658.1749,9864.794075,3368.409296,3368.409296,3873.446837,3873.446837,3873.446837,0,0,0,0,0,0,0,0,0,2524.72217,2524.72217,2524.72217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2524.72217,2524.72217,2524.72217,0,0,0,2544.739903,2544.739903,2544.739903,-1196.015235,-1196.015235,-1196.015235,0,0,0,7241.856133,4297,31.46716004
1,2011-01-02,3366.402704,25000,2872.82528,7980.085112,3366.402704,3366.402704,2146.738761,2146.738761,2146.738761,0,0,0,0,0,0,0,0,0,2058.668487,2058.668487,2058.668487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2058.668487,2058.668487,2058.668487,0,0,0,1270.367455,1270.367455,1270.367455,-1182.297182,-1182.297182,-1182.297182,0,0,0,5513.141464,4249,70.2484946
2,2011-01-03,3364.396112,25000,-3869.155752,1077.534932,3364.396112,3364.396112,-4708.152192,-4708.152192,-4708.152192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3541.40691,-3541.40691,-3541.40691,-1166.745282,-1166.745282,-1166.745282,0,0,0,-1343.75608,0,#DIV/0!
3,2011-01-04,3362.389519,25000,-146.8478718,5210.390627,3362.389519,3362.389519,-756.765836,-756.765836,-756.765836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393.117858,393.117858,393.117858,-1149.883694,-1149.883694,-1149.883694,0,0,0,2605.623683,3628,71.81983692
4,2011-01-05,3360.382927,25000,-538.6790866,4547.402067,3360.382927,3360.382927,-1346.63824,-1346.63824,-1346.63824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-214.3395425,-214.3395425,-214.3395425,-1132.298697,-1132.298697,-1132.298697,0,0,0,2013.744688,2765,72.82982595
5,2011-01-06,3358.376335,25000,-828.0725959,4201.797678,3358.376335,3358.376335,-1560.474556,-1560.474556,-1560.474556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-445.8541435,-445.8541435,-445.8541435,-1114.620413,-1114.620413,-1114.620413,0,0,0,1797.901779,2288,78.5796232
6,2011-01-07,3356.369743,25000,-295.8660553,4884.886798,3356.369743,3356.369743,-1104.127288,-1104.127288,-1104.127288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.624619287,-6.624619287,-6.624619287,-1097.502669,-1097.502669,-1097.502669,0,0,0,2252.242455,2245,99.67739623
7,2011-01-08,3354.36315,25000,1903.581302,7372.639399,3354.36315,3354.36315,1463.138232,1463.138232,1463.138232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2544.739903,2544.739903,2544.739903,-1081.60167,-1081.60167,-1081.60167,0,0,0,4817.501383,5923,81.33549524
8,2011-01-09,3352.356558,25000,1068.137543,6089.267304,3352.356558,3352.356558,202.813277,202.813277,202.813277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1270.367455,1270.367455,1270.367455,-1067.554178,-1067.554178,-1067.554178,0,0,0,3555.169835,4759,74.70413606
9,2011-01-10,3350.349966,25000,-3873.666693,1397.150224,3350.349966,3350.349966,-4597.362827,-4597.362827,-4597.362827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3541.40691,-3541.40691,-3541.40691,-1055.955917,-1055.955917,-1055.955917,0,0,0,-1247.012861,0,#DIV/0!
10,2011-01-11,3348.343374,25000,52.88341145,5236.86786,3348.343374,3348.343374,-654.2230726,-654.2230726,-654.2230726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393.117858,393.117858,393.117858,-1047.340931,-1047.340931,-1047.340931,0,0,0,2694.120301,3265,82.51517002
11,2011-01-12,3346.336782,25000,-586.5155273,4536.184241,3346.336782,3346.336782,-1256.502095,-1256.502095,-1256.502095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-214.3395425,-214.3395425,-214.3395425,-1042.162552,-1042.162552,-1042.162552,0,0,0,2089.834687,2263,92.34797556
12,2011-01-13,3344.330189,25000,-639.8772016,4450.716105,3344.330189,3344.330189,-1486.630781,-1486.630781,-1486.630781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-445.8541435,-445.8541435,-445.8541435,-1040.776638,-1040.776638,-1040.776638,0,0,0,1857.699408,3042,61.06835661
13,2011-01-14,3342.323597,25000,-418.6214517,4915.828996,3342.323597,3342.323597,-1050.052235,-1050.052235,-1050.052235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.62461929,-6.62461929,-6.62461929,-1043.427616,-1043.427616,-1043.427616,0,0,0,2292.271362,3043,75.32932506
14,2011-01-15,3340.317005,25000,2303.035218,7469.204972,3340.317005,3340.317005,1494.50207,1494.50207,1494.50207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2544.739903,2544.739903,2544.739903,-1050.237833,-1050.237833,-1050.237833,0,0,0,4834.819075,4594,94.75796528
15,2011-01-16,3338.310413,25000,992.1308108,6100.68604,3338.310413,3338.310413,209.166894,209.166894,209.166894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1270.367455,1270.367455,1270.367455,-1061.200561,-1061.200561,-1061.200561,0,0,0,3547.477307,2729,70.00816025
16,2011-01-17,3336.30382,25000,-3894.942992,1407.878949,3336.30382,3336.30382,-4617.58385,-4617.58385,-4617.58385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3541.40691,-3541.40691,-3541.40691,-1076.17694,-1076.17694,-1076.17694,0,0,0,-1281.28003,0,#DIV/0!
17,2011-01-18,3334.297228,25000,-52.19898584,5146.789302,3334.297228,3334.297228,-701.7791228,-701.7791228,-701.7791228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393.117858,393.117858,393.117858,-1094.896981,-1094.896981,-1094.896981,0,0,0,2632.518105,2731,96.3939255
18,2011-01-19,3332.290636,25000,-415.3240452,4534.78075,3332.290636,3332.290636,-1331.304189,-1331.304189,-1331.304189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-214.3395425,-214.3395425,-214.3395425,-1116.964646,-1116.964646,-1116.964646,0,0,0,2000.986447,2511,79.68882705
19,2011-01-20,3330.284044,25000,-897.5795218,4271.753927,3330.284044,3330.284044,-1587.721043,-1587.721043,-1587.721043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-445.8541435,-445.8541435,-445.8541435,-1141.8669,-1141.8669,-1141.8669,0,0,0,1742.563001,2476,70.37815027
20,2011-01-21,3328.277452,25000,-262.2817253,4891.641425,3328.277452,3328.277452,-1175.6111,-1175.6111,-1175.6111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.624619285,-6.624619285,-6.624619285,-1168.98648,-1168.98648,-1168.98648,0,0,0,2152.666352,3157,68.18708749
21,2011-01-22,3326.270859,25000,2031.551914,7283.598359,3326.270859,3326.270859,1347.121845,1347.121845,1347.121845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2544.739903,2544.739903,2544.739903,-1197.618058,-1197.618058,-1197.618058,0,0,0,4673.392705,7341,63.6615271
22,2011-01-23,3324.264267,25000,932.6906778,5926.291249,3324.264267,3324.264267,43.38015299,43.38015299,43.38015299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1270.367455,1270.367455,1270.367455,-1226.987302,-1226.987302,-1226.987302,0,0,0,3367.64442,4947,68.07447787
23,2011-01-24,3322.257675,25000,-4274.446292,1022.173986,3322.257675,3322.257675,-4797.679238,-4797.679238,-4797.679238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3541.40691,-3541.40691,-3541.40691,-1256.272328,-1256.272328,-1256.272328,0,0,0,-1475.421563,0,#DIV/0!
24,2011-01-25,3320.251083,25000,-250.3875484,5092.969487,3320.251083,3320.251083,-891.509026,-891.509026,-891.509026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393.117858,393.117858,393.117858,-1284.626884,-1284.626884,-1284.626884,0,0,0,2428.742057,3502,69.35299991
25,2011-01-26,3318.24449,25000,-897.0427936,4479.036242,3318.24449,3318.24449,-1525.54415,-1525.54415,-1525.54415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-214.3395425,-214.3395425,-214.3395425,-1311.204608,-1311.204608,-1311.204608,0,0,0,1792.70034,2919,61.41487976
26,2011-01-27,3316.237898,25000,-1017.450493,4184.919095,3316.237898,3316.237898,-1781.037773,-1781.037773,-1781.037773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-445.8541435,-445.8541435,-445.8541435,-1335.18363,-1335.18363,-1335.18363,0,0,0,1535.200125,2621,58.57306849
27,2011-01-28,3314.231306,25000,-540.5100434,4679.586313,3314.231306,3314.231306,-1362.415416,-1362.415416,-1362.415416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.624619289,-6.624619289,-6.624619289,-1355.790796,-1355.790796,-1355.790796,0,0,0,1951.81589,2658,73.43174907
28,2011-01-29,3312.224714,25000,1794.545847,6933.343981,3312.224714,3312.224714,1172.415114,1172.415114,1172.415114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2544.739903,2544.739903,2544.739903,-1372.324788,-1372.324788,-1372.324788,0,0,0,4484.639828,4963,90.36147145
29,2011-01-30,3310.218122,25000,422.2254887,5946.862977,3310.218122,3310.218122,-113.809981,-113.809981,-113.809981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1270.367455,1270.367455,1270.367455,-1384.177436,-1384.177436,-1384.177436,0,0,0,3196.408141,3219,99.2981715
30,2011-01-31,3308.211529,25000,-4128.045565,812.5094705,3308.211529,3308.211529,-4932.2595,-4932.2595,-4932.2595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3541.40691,-3541.40691,-3541.40691,-1390.85259,-1390.85259,-1390.85259,0,0,0,-1624.047971,0,#DIV/0!
31,2011-02-01,3306.204937,25000,-262.1746572,4927.551555,3306.204937,3306.204937,-998.8641137,-998.8641137,-998.8641137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393.117858,393.117858,393.117858,-1391.981972,-1391.981972,-1391.981972,0,0,0,2307.340823,3042,75.84946823
32,2011-02-02,3304.198345,25000,1558.287294,6680.089409,3304.198345,3304.198345,923.0451189,923.0451189,923.0451189,0,0,0,0,0,0,0,0,0,2524.72217,2524.72217,2524.72217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2524.72217,2524.72217,2524.72217,0,0,0,-214.3395425,-214.3395425,-214.3395425,-1387.337508,-1387.337508,-1387.337508,0,0,0,4227.243464,4813,87.82970006
33,2011-02-03,3302.191753,25000,3551.751993,8565.329911,3302.191753,3302.191753,2760.696746,2760.696746,2760.696746,0,0,0,0,0,0,0,0,0,4583.390657,4583.390657,4583.390657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4583.390657,4583.390657,4583.390657,0,0,0,-445.8541435,-445.8541435,-445.8541435,-1376.839768,-1376.839768,-1376.839768,0,0,0,6062.888498,10236,59.23103261
34,2011-02-04,3300.18516,25000,3788.987906,9170.284374,3300.18516,3300.18516,3216.20382,3216.20382,3216.20382,0,0,0,0,0,0,0,0,0,4583.390657,4583.390657,4583.390657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4583.390657,4583.390657,4583.390657,0,0,0,-6.624619284,-6.624619284,-6.624619284,-1360.562218,-1360.562218,-1360.562218,0,0,0,6516.38898,10455,62.32796729
35,2011-02-05,3298.178568,25000,3990.953622,9170.826452,3298.178568,3298.178568,3264.67724,3264.67724,3264.67724,0,0,0,0,0,0,0,0,0,2058.668487,2058.668487,2058.668487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2058.668487,2058.668487,2058.668487,0,0,0,2544.739903,2544.739903,2544.739903,-1338.73115,-1338.73115,-1338.73115,0,0,0,6562.855808,8976,73.11559501
36,2011-02-06,3296.171976,25000,636.9953222,6065.008284,3296.171976,3296.171976,-41.35378815,-41.35378815,-41.35378815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1270.367455,1270.367455,1270.367455,-1311.721243,-1311.721243,-1311.721243,0,0,0,3254.818188,5126,63.49625805
37,2011-02-07,3294.165384,25000,-4200.766643,1094.46572,3294.165384,3294.165384,-4821.453765,-4821.453765,-4821.453765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3541.40691,-3541.40691,-3541.40691,-1280.046855,-1280.046855,-1280.046855,0,0,0,-1527.288381,0,#DIV/0!
38,2011-02-08,3292.158792,25000,-306.2827328,5083.787305,3292.158792,3292.158792,-851.2314233,-851.2314233,-851.2314233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393.117858,393.117858,393.117858,-1244.349281,-1244.349281,-1244.349281,0,0,0,2440.927368,3249,75.12857397
39,2011-02-09,3290.152199,25000,-768.5274376,4376.215901,3290.152199,3290.152199,-1419.719841,-1419.719841,-1419.719841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-214.3395425,-214.3395425,-214.3395425,-1205.380298,-1205.380298,-1205.380298,0,0,0,1870.432358,1998,93.61523315
40,2011-02-10,3288.145607,25000,-1046.124028,4324.106642,3288.145607,3288.145607,-1609.836597,-1609.836597,-1609.836597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-445.8541435,-445.8541435,-445.8541435,-1163.982454,-1163.982454,-1163.982454,0,0,0,1678.30901,1837,91.36140499
41,2011-02-11,3286.139015,25000,-366.0630846,4839.249964,3286.139015,3286.139015,-1127.69126,-1127.69126,-1127.69126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.624619287,-6.624619287,-6.624619287,-1121.066641,-1121.066641,-1121.066641,0,0,0,2158.447755,2185,98.78479427
42,2011-02-12,3284.132423,25000,2023.530979,7202.620877,3284.132423,3284.132423,1467.152325,1467.152325,1467.152325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2544.739903,2544.739903,2544.739903,-1077.587578,-1077.587578,-1077.587578,0,0,0,4751.284748,5278,90.02055225
43,2011-02-13,3282.12583,25000,760.2576938,6248.043655,3282.12583,3282.12583,235.8495735,235.8495735,235.8495735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1270.367455,1270.367455,1270.367455,-1034.517881,-1034.517881,-1034.517881,0,0,0,3517.975404,4703,74.80279404
44,2011-02-14,3280.119238,25000,-3784.073047,1421.281233,3280.119238,3280.119238,-4534.228359,-4534.228359,-4534.228359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3541.40691,-3541.40691,-3541.40691,-992.8214486,-992.8214486,-992.8214486,0,0,0,-1254.109121,0,#DIV/0!
45,2011-02-15,3278.112646,25000,26.72652451,5377.074979,3278.112646,3278.112646,-560.3090489,-560.3090489,-560.3090489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393.117858,393.117858,393.117858,-953.4269069,-953.4269069,-953.4269069,0,0,0,2717.803597,3278,82.9104209
46,2011-02-16,3276.106054,25000,-453.521877,4625.515574,3276.106054,3276.106054,-1131.541407,-1131.541407,-1131.541407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-214.3395425,-214.3395425,-214.3395425,-917.201864,-917.201864,-917.201864,0,0,0,2144.564647,2908,73.7470649
47,2011-02-17,3274.099462,25000,-783.1914536,4447.403497,3274.099462,3274.099462,-1330.782833,-1330.782833,-1330.782833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-445.8541435,-445.8541435,-445.8541435,-884.9286895,-884.9286895,-884.9286895,0,0,0,1943.316629,2725,71.31437169
48,2011-02-18,3272.092869,25000,-259.9605063,4840.420115,3272.092869,3272.092869,-863.9071234,-863.9071234,-863.9071234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.624619283,-6.624619283,-6.624619283,-857.2825042,-857.2825042,-857.2825042,0,0,0,2408.185746,3643,66.10446736
49,2011-02-19,3270.086277,25000,2342.434911,7520.641744,3270.086277,3270.086277,1709.927908,1709.927908,1709.927908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2544.739903,2544.739903,2544.739903,-834.8119947,-834.8119947,-834.8119947,0,0,0,4980.014185,8358,59.58380217
50,2011-02-20,3268.079685,25000,1096.148054,6313.67673,3268.079685,3268.079685,452.4438631,452.4438631,452.4438631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1270.367455,1270.367455,1270.367455,-817.9235916,-817.9235916,-817.9235916,0,0,0,3720.523548,10159,36.62293088
51,2011-02-21,3266.073093,25000,-3815.473798,1425.421231,3266.073093,3266.073093,-4348.276362,-4348.276362,-4348.276362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3541.40691,-3541.40691,-3541.40691,-806.8694519,-806.8694519,-806.8694519,0,0,0,-1082.203269,0,#DIV/0!
52,2011-02-22,3264.0665,25000,253.6526277,5663.192628,3264.0665,3264.0665,-408.6217233,-408.6217233,-408.6217233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393.117858,393.117858,393.117858,-801.7395814,-801.7395814,-801.7395814,0,0,0,2855.444777,6474,44.10634503
53,2011-02-23,3262.059908,25000,-368.4203556,5023.229306,3262.059908,3262.059908,-1016.797855,-1016.797855,-1016.797855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-214.3395425,-214.3395425,-214.3395425,-802.4583125,-802.4583125,-802.4583125,0,0,0,2245.262053,5878,38.19772122
54,2011-02-24,3260.053316,25000,-682.4961461,4557.660402,3260.053316,3260.053316,-1254.639378,-1254.639378,-1254.639378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-445.8541435,-445.8541435,-445.8541435,-808.7852342,-808.7852342,-808.7852342,0,0,0,2005.413938,6004,33.40129811
55,2011-02-25,3258.046724,25000,-360.7799988,5140.227052,3258.046724,3258.046724,-826.9451611,-826.9451611,-826.9451611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.624619279,-6.624619279,-6.624619279,-820.3205418,-820.3205418,-820.3205418,0,0,0,2431.101563,6002,40.50485776
56,2011-02-26,3256.040132,25000,2287.958863,7540.482987,3256.040132,3256.040132,1708.22525,1708.22525,1708.22525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2544.739903,2544.739903,2544.739903,-836.5146527,-836.5146527,-836.5146527,0,0,0,4964.265382,10724,46.2911729
57,2011-02-27,3254.033539,25000,1160.811033,6466.924686,3254.033539,3254.033539,413.6856387,413.6856387,413.6856387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1270.367455,1270.367455,1270.367455,-856.6818159,-856.6818159,-856.6818159,0,0,0,3667.719178,4869,75.32797655
58,2011-02-28,3252.026947,25000,-3856.610693,1427.285535,3252.026947,3252.026947,-4421.42424,-4421.42424,-4421.42424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3541.40691,-3541.40691,-3541.40691,-880.0173303,-880.0173303,-880.0173303,0,0,0,-1169.397293,0,#DIV/0!
59,2011-03-01,3250.020355,25000,3083.792771,8333.688059,3250.020355,3250.020355,2522.50215,2522.50215,2522.50215,0,0,0,0,0,0,0,0,0,3035.002182,3035.002182,3035.002182,3035.002182,3035.002182,3035.002182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393.117858,393.117858,393.117858,-905.6178904,-905.6178904,-905.6178904,0,0,0,5772.522505,11786,48.97779149
60,2011-03-02,3248.013763,25000,38.53304754,5179.829674,3248.013763,3248.013763,-799.0298659,-799.0298659,-799.0298659,0,0,0,0,0,0,0,0,0,347.8141686,347.8141686,347.8141686,347.8141686,347.8141686,347.8141686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-214.3395425,-214.3395425,-214.3395425,-932.5044919,-932.5044919,-932.5044919,0,0,0,2448.983897,710,-144.9273094
61,2011-03-03,3246.00717,25000,-741.7661102,4238.342235,3246.00717,3246.00717,-1405.501405,-1405.501405,-1405.501405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-445.8541435,-445.8541435,-445.8541435,-959.6472612,-959.6472612,-959.6472612,0,0,0,1840.505766,719,-55.98133043
62,2011-03-04,3244.000578,25000,-340.8954949,4817.221782,3244.000578,3244.000578,-992.6161436,-992.6161436,-992.6161436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.624619281,-6.624619281,-6.624619281,-985.9915243,-985.9915243,-985.9915243,0,0,0,2251.384435,756,-97.80217389
63,2011-03-05,3241.993986,25000,2139.749306,7348.097352,3241.993986,3241.993986,1534.255501,1534.255501,1534.255501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2544.739903,2544.739903,2544.739903,-1010.484401,-1010.484401,-1010.484401,0,0,0,4776.249487,2253,-11.99509487
64,2011-03-06,3239.987394,25000,865.1079753,6011.284768,3239.987394,3239.987394,238.2662546,238.2662546,238.2662546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1270.367455,1270.367455,1270.367455,-1032.1012,-1032.1012,-1032.1012,0,0,0,3478.253648,3042,85.65898592
65,2011-03-07,3237.980802,25000,-4017.792328,1307.759766,3237.980802,3237.980802,-4591.277809,-4591.277809,-4591.277809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3541.40691,-3541.40691,-3541.40691,-1049.870899,-1049.870899,-1049.870899,0,0,0,-1353.297008,0,#DIV/0!
66,2011-03-08,3235.974209,25000,-153.0310312,5200.472002,3235.974209,3235.974209,-669.7821783,-669.7821783,-669.7821783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393.117858,393.117858,393.117858,-1062.900036,-1062.900036,-1062.900036,0,0,0,2566.192031,1410,18.00056517
67,2011-03-09,3233.967617,25000,-549.8083043,4585.832004,3233.967617,3233.967617,-1284.733918,-1284.733918,-1284.733918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-214.3395425,-214.3395425,-214.3395425,-1070.394376,-1070.394376,-1070.394376,0,0,0,1949.233699,1196,37.02059375
68,2011-03-10,3231.961025,25000,-916.8935042,4377.948937,3231.961025,3231.961025,-1517.531931,-1517.531931,-1517.531931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-445.8541435,-445.8541435,-445.8541435,-1071.677788,-1071.677788,-1071.677788,0,0,0,1714.429094,978,24.70050166
69,2011-03-11,3229.954433,25000,-486.9178753,4787.370528,3229.954433,3229.954433,-1072.832483,-1072.832483,-1072.832483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.624619285,-6.624619285,-6.624619285,-1066.207864,-1066.207864,-1066.207864,0,0,0,2157.121949,1534,59.37927319
