,ds,trend,cap,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,buddabirthday,buddabirthday_lower,buddabirthday_upper,childrendays,childrendays_lower,childrendays_upper,crismasday,crismasday_lower,crismasday_upper,holidays,holidays_lower,holidays_upper,independencemovementday,independencemovementday_lower,independencemovementday_upper,koreanday,koreanday_lower,koreanday_upper,liberationday,liberationday_lower,liberationday_upper,memorialday,memorialday_lower,memorialday_upper,nationalfoundationday,nationalfoundationday_lower,nationalfoundationday_upper,newyear,newyear_lower,newyear_upper,thanksgivingday,thanksgivingday_lower,thanksgivingday_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,,
834,2013-04-14,2882.880281,25000,2119.142967,7409.871618,2882.880281,2882.880281,1890.030448,1890.030448,1890.030448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1270.367455,1270.367455,1270.367455,619.6629934,619.6629934,619.6629934,0,0,0,4772.910729,7300,65.38233875
835,2013-04-15,2884.422092,25000,-2856.760139,2427.402663,2884.422092,2884.422092,-2904.763847,-2904.763847,-2904.763847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3541.40691,-3541.40691,-3541.40691,636.6430627,636.6430627,636.6430627,0,0,0,-20.34175547,0,#DIV/0!
836,2013-04-16,2885.963903,25000,1330.636447,6602.698326,2885.963903,2885.963903,1046.312009,1046.312009,1046.312009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393.117858,393.117858,393.117858,653.1941507,653.1941507,653.1941507,0,0,0,3932.275912,5616,70.01915798
837,2013-04-17,2887.505715,25000,695.6065315,5788.899108,2887.505715,2887.505715,455.191898,455.191898,455.191898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-214.3395425,-214.3395425,-214.3395425,669.5314405,669.5314405,669.5314405,0,0,0,3342.697613,4709,70.98529651
838,2013-04-18,2889.047526,25000,409.2947287,5921.041579,2889.047526,2889.047526,239.9508646,239.9508646,239.9508646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-445.8541435,-445.8541435,-445.8541435,685.8050082,685.8050082,685.8050082,0,0,0,3128.998391,4116,76.02036906
839,2013-04-19,2890.589337,25000,1237.825768,6371.769138,2890.589337,2890.589337,695.4732507,695.4732507,695.4732507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.624619292,-6.624619292,-6.624619292,702.09787,702.09787,702.09787,0,0,0,3586.062588,5981,59.95757545
840,2013-04-20,2892.131148,25000,3635.597789,8729.501777,2892.131148,2892.131148,3263.166553,3263.166553,3263.166553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2544.739903,2544.739903,2544.739903,718.4266507,718.4266507,718.4266507,0,0,0,6155.297702,4744,70.25089161
841,2013-04-21,2893.67296,25000,2276.208221,7418.424952,2893.67296,2893.67296,2005.112225,2005.112225,2005.112225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1270.367455,1270.367455,1270.367455,734.7447705,734.7447705,734.7447705,0,0,0,4898.785185,9543,51.33380682
842,2013-04-22,2895.214771,25000,-2509.94868,2680.95344,2895.214771,2895.214771,-2790.458942,-2790.458942,-2790.458942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3541.40691,-3541.40691,-3541.40691,750.947968,750.947968,750.947968,0,0,0,104.7558289,0,#DIV/0!
843,2013-04-23,2896.756582,25000,1403.994754,6554.943016,2896.756582,2896.756582,1159.999753,1159.999753,1159.999753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393.117858,393.117858,393.117858,766.8818954,766.8818954,766.8818954,0,0,0,4056.756336,3747,91.73321762
844,2013-04-24,2898.298394,25000,822.5166087,6038.142453,2898.298394,2898.298394,568.0119165,568.0119165,568.0119165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-214.3395425,-214.3395425,-214.3395425,782.3514591,782.3514591,782.3514591,0,0,0,3466.31031,2482,60.34205036
845,2013-04-25,2899.840205,25000,619.8257776,6022.616857,2899.840205,2899.840205,351.2773781,351.2773781,351.2773781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-445.8541435,-445.8541435,-445.8541435,797.1315216,797.1315216,797.1315216,0,0,0,3251.117583,1379,-35.75907056
846,2013-04-26,2901.382016,25000,1240.482727,6524.128463,2901.382016,2901.382016,804.3539198,804.3539198,804.3539198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.624619288,-6.624619288,-6.624619288,810.9785391,810.9785391,810.9785391,0,0,0,3705.735936,3049,78.46061213
847,2013-04-27,2902.923827,25000,3669.622747,8585.805526,2902.923827,2902.923827,3368.382586,3368.382586,3368.382586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2544.739903,2544.739903,2544.739903,823.6426835,823.6426835,823.6426835,0,0,0,6271.306414,6076,96.78560873
848,2013-04-28,2904.465639,25000,2403.55983,7471.474689,2904.465639,2904.465639,2105.247438,2105.247438,2105.247438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1270.367455,1270.367455,1270.367455,834.8799834,834.8799834,834.8799834,0,0,0,5009.713077,4356,84.99281274
849,2013-04-29,2906.00745,25000,-2267.253732,2968.800536,2906.00745,2906.00745,-2696.942883,-2696.942883,-2696.942883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3541.40691,-3541.40691,-3541.40691,844.4640268,844.4640268,844.4640268,0,0,0,209.0645667,0,#DIV/0!
850,2013-04-30,2907.549261,25000,1455.5536,6897.662249,2907.549261,2907.549261,1245.314641,1245.314641,1245.314641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393.117858,393.117858,393.117858,852.196783,852.196783,852.196783,0,0,0,4152.863902,4037,97.1299504
851,2013-05-01,2909.091073,25000,933.2553048,6114.289853,2909.091073,2909.091073,643.5785997,643.5785997,643.5785997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-214.3395425,-214.3395425,-214.3395425,857.9181423,857.9181423,857.9181423,0,0,0,3552.669672,4502,78.91314243
852,2013-05-02,2910.632884,25000,639.2189623,5801.764427,2910.632884,2910.632884,415.6596688,415.6596688,415.6596688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-445.8541435,-445.8541435,-445.8541435,861.5138123,861.5138123,861.5138123,0,0,0,3326.292553,2264,53.07895085
853,2013-05-03,2912.174695,25000,1096.099219,6707.77873,2912.174695,2912.174695,856.2966598,856.2966598,856.2966598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.624619283,-6.624619283,-6.624619283,862.921279,862.921279,862.921279,0,0,0,3768.471355,3891,96.85097289
854,2013-05-04,2913.716507,25000,3760.838002,8815.009993,2913.716507,2913.716507,3406.873505,3406.873505,3406.873505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2544.739903,2544.739903,2544.739903,862.1336025,862.1336025,862.1336025,0,0,0,6320.590012,11339,55.74204085
855,2013-05-05,2915.258318,25000,8360.345706,13765.48335,2915.258318,2915.258318,8149.642945,8149.642945,8149.642945,0,0,0,6020.07459,6020.07459,6020.07459,0,0,0,6020.07459,6020.07459,6020.07459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1270.367455,1270.367455,1270.367455,859.200901,859.200901,859.200901,0,0,0,11064.90126,6556,31.22481295
856,2013-05-06,2916.800129,25000,-1680.282507,3588.210036,2916.800129,2916.800129,-1861.681818,-1861.681818,-1861.681818,0,0,0,825.4956346,825.4956346,825.4956346,0,0,0,825.4956346,825.4956346,825.4956346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3541.40691,-3541.40691,-3541.40691,854.2294578,854.2294578,854.2294578,0,0,0,1055.118311,0,#DIV/0!
857,2013-05-07,2918.34194,25000,1647.05456,6838.772032,2918.34194,2918.34194,1240.496327,1240.496327,1240.496327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393.117858,393.117858,393.117858,847.3784691,847.3784691,847.3784691,0,0,0,4158.838268,3269,72.77949625
858,2013-05-08,2919.883752,25000,724.5061695,6053.904598,2919.883752,2919.883752,624.5149961,624.5149961,624.5149961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-214.3395425,-214.3395425,-214.3395425,838.8545387,838.8545387,838.8545387,0,0,0,3544.398748,3320,93.24100157
859,2013-05-09,2921.425563,25000,604.3064015,5867.428416,2921.425563,2921.425563,383.0499602,383.0499602,383.0499602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-445.8541435,-445.8541435,-445.8541435,828.9041037,828.9041037,828.9041037,0,0,0,3304.475523,2533,69.54301132
860,2013-05-10,2922.967374,25000,1077.138575,6377.795052,2922.967374,2922.967374,811.1794344,811.1794344,811.1794344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.624619287,-6.624619287,-6.624619287,817.8040537,817.8040537,817.8040537,0,0,0,3734.146809,1790,-8.611553555
861,2013-05-11,2924.509186,25000,3715.815393,8859.037111,2924.509186,2924.509186,3350.590771,3350.590771,3350.590771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2544.739903,2544.739903,2544.739903,805.8508682,805.8508682,805.8508682,0,0,0,6275.099957,6425,97.66692539
862,2013-05-12,2926.050997,25000,2301.72765,7434.631202,2926.050997,2926.050997,2063.716114,2063.716114,2063.716114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1270.367455,1270.367455,1270.367455,793.3486589,793.3486589,793.3486589,0,0,0,4989.76711,4829,96.67079912
863,2013-05-13,2927.592808,25000,-2283.974022,2645.699856,2927.592808,2927.592808,-2760.81037,-2760.81037,-2760.81037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3541.40691,-3541.40691,-3541.40691,780.5965404,780.5965404,780.5965404,0,0,0,166.7824384,0,#DIV/0!
864,2013-05-14,2929.134619,25000,1363.706659,6555.754983,2929.134619,2929.134619,1160.993645,1160.993645,1160.993645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393.117858,393.117858,393.117858,767.8757869,767.8757869,767.8757869,0,0,0,4090.128264,3226,73.21363099
865,2013-05-15,2930.676431,25000,710.0153125,6164.336197,2930.676431,2930.676431,541.0977006,541.0977006,541.0977006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-214.3395425,-214.3395425,-214.3395425,755.4372432,755.4372432,755.4372432,0,0,0,3471.774131,2347,52.07609155
866,2013-05-16,2932.218242,25000,572.5039459,5912.010017,2932.218242,2932.218242,297.6353146,297.6353146,297.6353146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-445.8541435,-445.8541435,-445.8541435,743.4894581,743.4894581,743.4894581,0,0,0,3229.853557,3271,98.74208366
867,2013-05-17,2933.760053,25000,3513.475255,8761.324635,2933.760053,2933.760053,3180.423874,3180.423874,3180.423874,2454.860503,2454.860503,2454.860503,0,0,0,0,0,0,2454.860503,2454.860503,2454.860503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.624619289,-6.624619289,-6.624619289,732.1879903,732.1879903,732.1879903,0,0,0,6114.183927,8565,71.38568508
868,2013-05-18,2935.301865,25000,2888.099497,8270.249128,2935.301865,2935.301865,2546.939978,2546.939978,2546.939978,-719.4262264,-719.4262264,-719.4262264,0,0,0,0,0,0,-719.4262264,-719.4262264,-719.4262264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2544.739903,2544.739903,2544.739903,721.6263016,721.6263016,721.6263016,0,0,0,5482.241842,6440,85.12797892
869,2013-05-19,2936.843676,25000,2472.70645,7581.339604,2936.843676,2936.843676,1982.196065,1982.196065,1982.196065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1270.367455,1270.367455,1270.367455,711.82861,711.82861,711.82861,0,0,0,4919.039741,5004,98.30215309
870,2013-05-20,2938.385487,25000,-2622.447058,2623.966826,2938.385487,2938.385487,-2838.661901,-2838.661901,-2838.661901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3541.40691,-3541.40691,-3541.40691,702.7450088,702.7450088,702.7450088,0,0,0,99.72358583,0,#DIV/0!
871,2013-05-21,2939.927298,25000,1381.734023,6692.863529,2939.927298,2939.927298,1087.366948,1087.366948,1087.366948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393.117858,393.117858,393.117858,694.2490904,694.2490904,694.2490904,0,0,0,4027.294247,3505,85.09859495
872,2013-05-22,2941.46911,25000,663.5162009,5895.73934,2941.46911,2941.46911,471.7986901,471.7986901,471.7986901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-214.3395425,-214.3395425,-214.3395425,686.1382326,686.1382326,686.1382326,0,0,0,3413.2678,2149,41.16948349
873,2013-05-23,2943.010921,25000,811.8672516,5760.905821,2943.010921,2943.010921,232.2824741,232.2824741,232.2824741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-445.8541435,-445.8541435,-445.8541435,678.1366176,678.1366176,678.1366176,0,0,0,3175.293395,2874,89.51658333
874,2013-05-24,2944.552732,25000,978.9566893,6163.928624,2944.552732,2944.552732,663.2763447,663.2763447,663.2763447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.624619285,-6.624619285,-6.624619285,669.9009639,669.9009639,669.9009639,0,0,0,3607.829077,3533,97.88199612
875,2013-05-25,2946.094544,25000,3586.83462,8783.827742,2946.094544,2946.094544,3205.768765,3205.768765,3205.768765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2544.739903,2544.739903,2544.739903,661.0288625,661.0288625,661.0288625,0,0,0,6151.863309,6751,91.12521565
876,2013-05-26,2947.636355,25000,2184.01748,7394.042311,2947.636355,2947.636355,1921.43697,1921.43697,1921.43697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1270.367455,1270.367455,1270.367455,651.0695157,651.0695157,651.0695157,0,0,0,4869.073325,4967,98.0284543
877,2013-05-27,2949.178166,25000,-2336.831234,2565.945347,2949.178166,2949.178166,-2901.870311,-2901.870311,-2901.870311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3541.40691,-3541.40691,-3541.40691,639.5365996,639.5365996,639.5365996,0,0,0,47.3078556,0,#DIV/0!
878,2013-05-28,2950.719977,25000,1571.269455,6693.76692,2950.719977,2950.719977,1019.040747,1019.040747,1019.040747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393.117858,393.117858,393.117858,625.9228893,625.9228893,625.9228893,0,0,0,3969.760725,2176,17.56614316
879,2013-05-29,2952.26179,25000,1004.85523,6195.784719,2952.26179,2952.26179,395.3766825,395.3766825,395.3766825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-214.3395425,-214.3395425,-214.3395425,609.716225,609.716225,609.716225,0,0,0,3347.638472,1844,18.4577835
880,2013-05-30,2953.803602,25000,583.3704827,5614.118994,2953.803602,2953.803602,144.5621996,144.5621996,144.5621996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-445.8541435,-445.8541435,-445.8541435,590.4163431,590.4163431,590.4163431,0,0,0,3098.365802,2965,95.50199658
881,2013-05-31,2955.345414,25000,866.8927556,6178.183095,2955.345414,2955.345414,560.9274372,560.9274372,560.9274372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.624619281,-6.624619281,-6.624619281,567.5520565,567.5520565,567.5520565,0,0,0,3516.272851,3201,90.15080127
882,2013-06-01,2956.887226,25000,3453.147412,8796.505979,2956.887226,2956.887226,3085.438153,3085.438153,3085.438153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2544.739903,2544.739903,2544.739903,540.6982498,540.6982498,540.6982498,0,0,0,6042.325379,5912,97.79557884
883,2013-06-02,2958.429039,25000,2160.816326,7407.818467,2958.429039,2958.429039,1779.859599,1779.859599,1779.859599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1270.367455,1270.367455,1270.367455,509.4921441,509.4921441,509.4921441,0,0,0,4738.288637,4160,86.09883083
884,2013-06-03,2959.970851,25000,-2882.295149,2539.287301,2959.970851,2959.970851,-3067.758608,-3067.758608,-3067.758608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3541.40691,-3541.40691,-3541.40691,473.6483026,473.6483026,473.6483026,0,0,0,-107.7877566,0,#DIV/0!
885,2013-06-04,2961.512663,25000,1331.452555,6481.930539,2961.512663,2961.512663,826.0897306,826.0897306,826.0897306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393.117858,393.117858,393.117858,432.9718725,432.9718725,432.9718725,0,0,0,3787.602394,2802,64.82503948
886,2013-06-05,2963.054475,25000,241.1200314,5753.473439,2963.054475,2963.054475,173.0300637,173.0300637,173.0300637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-214.3395425,-214.3395425,-214.3395425,387.3696063,387.3696063,387.3696063,0,0,0,3136.084539,2034,45.81688598
887,2013-06-06,2964.596288,25000,2922.391197,8120.232773,2964.596288,2964.596288,2739.921664,2739.921664,2739.921664,0,0,0,0,0,0,0,0,0,2848.917545,2848.917545,2848.917545,0,0,0,0,0,0,0,0,0,2848.917545,2848.917545,2848.917545,0,0,0,0,0,0,0,0,0,-445.8541435,-445.8541435,-445.8541435,336.8582623,336.8582623,336.8582623,0,0,0,5704.517952,5228,90.88527253
888,2013-06-07,2966.1381,25000,889.1664518,5810.966031,2966.1381,2966.1381,264.2847578,264.2847578,264.2847578,0,0,0,0,0,0,0,0,0,-10.66068436,-10.66068436,-10.66068436,0,0,0,0,0,0,0,0,0,-10.66068436,-10.66068436,-10.66068436,0,0,0,0,0,0,0,0,0,-6.624619291,-6.624619291,-6.624619291,281.5700614,281.5700614,281.5700614,0,0,0,3230.422858,2650,78.09725065
889,2013-06-08,2967.679912,25000,3463.509409,8304.586155,2967.679912,2967.679912,2766.49486,2766.49486,2766.49486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2544.739903,2544.739903,2544.739903,221.7549571,221.7549571,221.7549571,0,0,0,5734.174772,4394,69.4998914
890,2013-06-09,2969.221724,25000,1855.926444,7077.246227,2969.221724,2969.221724,1428.147027,1428.147027,1428.147027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1270.367455,1270.367455,1270.367455,157.7795722,157.7795722,157.7795722,0,0,0,4397.368751,2989,52.88160752
891,2013-06-10,2970.763537,25000,-3085.688543,2121.617971,2970.763537,2970.763537,-3451.284156,-3451.284156,-3451.284156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3541.40691,-3541.40691,-3541.40691,90.12275435,90.12275435,90.12275435,0,0,0,-480.5206191,0,#DIV/0!
892,2013-06-11,2972.305349,25000,733.64151,5811.68492,2972.305349,2972.305349,412.4856617,412.4856617,412.4856617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393.117858,393.117858,393.117858,19.36780361,19.36780361,19.36780361,0,0,0,3384.791011,2279,51.47911318
893,2013-06-12,2973.847161,25000,191.843882,5376.781302,2973.847161,2973.847161,-268.148013,-268.148013,-268.148013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-214.3395425,-214.3395425,-214.3395425,-53.80847041,-53.80847041,-53.80847041,0,0,0,2705.699148,1177,-29.88098116
894,2013-06-13,2975.388973,25000,-24.0353589,4956.969432,2975.388973,2975.388973,-574.5037508,-574.5037508,-574.5037508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-445.8541435,-445.8541435,-445.8541435,-128.6496073,-128.6496073,-128.6496073,0,0,0,2400.885223,2636,91.08062301
895,2013-06-14,2976.930786,25000,202.4885588,5411.88511,2976.930786,2976.930786,-210.960541,-210.960541,-210.960541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.624619279,-6.624619279,-6.624619279,-204.3359218,-204.3359218,-204.3359218,0,0,0,2765.970245,2300,79.74042415
896,2013-06-15,2978.472598,25000,2838.542811,7911.332963,2978.472598,2978.472598,2264.736837,2264.736837,2264.736837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2544.739903,2544.739903,2544.739903,-280.0030657,-280.0030657,-280.0030657,0,0,0,5243.209435,4328,78.85375612
897,2013-06-16,2980.01441,25000,1299.249314,6466.275009,2980.01441,2980.01441,915.6052316,915.6052316,915.6052316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1270.367455,1270.367455,1270.367455,-354.7622231,-354.7622231,-354.7622231,0,0,0,3895.619642,3206,78.48971797
898,2013-06-17,2981.556222,25000,-3523.912252,1640.861088,2981.556222,2981.556222,-3969.128288,-3969.128288,-3969.128288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3541.40691,-3541.40691,-3541.40691,-427.7213782,-427.7213782,-427.7213782,0,0,0,-987.572066,0,#DIV/0!
899,2013-06-18,2983.098035,25000,207.3855772,5595.363834,2983.098035,2983.098035,-104.8891985,-104.8891985,-104.8891985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393.117858,393.117858,393.117858,-498.0070566,-498.0070566,-498.0070566,0,0,0,2878.208836,1337,-15.27366014
900,2013-06-19,2984.639847,25000,-515.9481799,4857.588627,2984.639847,2984.639847,-779.1254564,-779.1254564,-779.1254564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-214.3395425,-214.3395425,-214.3395425,-564.7859138,-564.7859138,-564.7859138,0,0,0,2205.514391,1764,74.97083954
901,2013-06-20,2986.181659,25000,-605.06821,4532.39869,2986.181659,2986.181659,-1073.139689,-1073.139689,-1073.139689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-445.8541435,-445.8541435,-445.8541435,-627.2855454,-627.2855454,-627.2855454,0,0,0,1913.04197,1931,99.07001399
902,2013-06-21,2987.723471,25000,-437.6302279,4643.344144,2987.723471,2987.723471,-691.4385214,-691.4385214,-691.4385214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.624619283,-6.624619283,-6.624619283,-684.8139021,-684.8139021,-684.8139021,0,0,0,2296.28495,1718,66.33964203
903,2013-06-22,2989.265284,25000,2357.181184,7588.556762,2989.265284,2989.265284,1807.963172,1807.963172,1807.963172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2544.739903,2544.739903,2544.739903,-736.776731,-736.776731,-736.776731,0,0,0,4797.228455,3880,76.36009136
904,2013-06-23,2990.807096,25000,926.0090425,6120.895208,2990.807096,2990.807096,487.6749426,487.6749426,487.6749426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1270.367455,1270.367455,1270.367455,-782.6925121,-782.6925121,-782.6925121,0,0,0,3478.482038,3253,93.06848944
905,2013-06-24,2992.348908,25000,-3853.098301,1232.610829,2992.348908,2992.348908,-4363.611339,-4363.611339,-4363.611339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3541.40691,-3541.40691,-3541.40691,-822.2044293,-822.2044293,-822.2044293,0,0,0,-1371.262431,0,#DIV/0!
