year,avgTemp,minTemp,maxTemp,corona,result
20181031,7,3,13,0,2768
20181101,8,3,15,0,3457
20181102,11,4,19,0,1898
20181103,11,5,19,0,1977
20181104,12,5,19,0,2316
20181105,12,7,18,0,4176
20181106,12,8,18,0,4099
20181107,13,10,16,0,4259
20181108,12,11,15,0,3591
20181109,12,10,15,0,1528
20181110,12,9,17,0,2026
20181111,8,5,11,0,2725
20181112,8,3,15,0,3768
20181113,9,4,15,0,1893
20181114,10,5,17,0,897
20181115,10,5,16,0,1164
20181116,9,4,15,0,1214
20181117,5,1,11,0,2174
20181118,6,2,11,0,1813
20181119,7,3,11,0,1163
20181120,7,0,13,0,904
20181121,6,3,8,0,1277
20181122,2,-1,7,0,1534
20181123,2,-3,8,0,2879
20181124,3,0,4,0,2189
20181125,5,1,10,0,899
20181126,6,2,14,0,1009
20181127,7,3,13,0,1413
20181128,5,2,11,0,1698
20181129,4,1,7,0,3298
20181130,3,-2,8,0,2001
20181201,6,1,12,0,1878
20181202,8,3,12,0,1490
20181203,12,9,14,0,1829
20181204,7,0,12,0,1585
20181205,0,-4,3,0,3026
20181206,2,-1,7,0,2516
20181207,-7,-10,-1,0,1950
20181208,-8,-11,-4,0,4731
20181209,-7,-12,-2,0,858
20181210,-3,-8,5,0,966
20181211,0,-2,3,0,7437
20181212,-2,-5,2,0,2496
20181213,-2,-6,2,0,13868
20181214,-4,-8,1,0,31114
20181215,-2,-8,3,0,18411
20181216,0,-3,2,0,1221
20181217,2,-2,6,0,1258
20181218,3,-3,7,0,2303
20181219,4,1,10,0,1629
20181220,3,-1,10,0,1731
20181221,6,0,10,0,1463
20181222,7,3,12,0,2073
20181223,2,-3,8,0,1690
20181224,-2,-6,3,0,3467
20181225,1,-4,5,0,3100
20181226,-2,-7,3,0,2131
20181227,-10,-13,-7,0,2017
20181228,-11,-14,-7,0,1936
20181229,-8,-11,-3,0,2534
20181230,-7,-11,-1,0,5721
20181231,-5,-11,-1,0,4385
20190101,-5,-8,-1,0,3241
20190102,-5,-9,0,0,6116
20190103,-4,-8,3,0,2713
20190104,-1,-6,4,0,16556
20190105,-3,-6,1,0,5170
20190106,-3,-6,3,0,2854
20190107,-2,-6,3,0,937
20190108,-4,-7,1,0,634
20190109,-5,-9,1,0,1255
20190110,-1,-5,3,0,1875
20190111,2,0,7,0,4594
20190112,3,-1,8,0,2985
20190113,1,-3,8,0,920
20190114,1,-2,5,0,1244
20190115,-2,-7,3,0,1304
20190116,-5,-10,-1,0,1023
20190117,0,-3,4,0,4160
20190118,1,-5,7,0,4467
20190119,4,0,9,0,2446
20190120,-1,-6,4,0,651
20190121,-1,-7,4,0,1457
20190122,2,-3,7,0,2894
20190123,2,-1,7,0,2917
20190124,0,-5,7,0,4970
20190125,-1,-4,3,0,2912
20190126,-3,-7,2,0,6092
20190127,0,-7,5,0,2611
20190128,1,-2,5,0,3941
20190129,0,-6,7,0,2741
20190130,2,-3,7,0,3207
20190131,-2,-6,2,0,4028
20190201,-2,-7,3,0,3526
20190202,1,-3,6,0,4678
20190203,3,2,5,0,6042
20190204,-1,-3,3,0,6288
20190205,3,-4,10,0,12084
20190206,5,0,9,0,3859
20190207,-2,-8,6,0,2639
20190208,-6,-10,-1,0,6341
20190209,-5,-9,-2,0,7161
20190210,-5,-9,-2,0,13823
20190211,-3,-8,2,0,3433
20190212,-1,-4,4,0,5517
20190213,-2,-6,3,0,4754
20190214,-1,-6,6,0,3655
20190215,-1,-3,1,0,3920
20190216,-3,-5,2,0,8886
20190217,-2,-7,5,0,6085
20190218,1,-5,6,0,5162
20190219,1,0,3,0,10041
20190220,2,0,5,0,1556
20190221,2,-3,9,0,3156
20190222,4,-2,11,0,9754
20190223,7,1,15,0,5994
20190224,6,1,14,0,1421
20190225,5,1,10,0,5231
20190226,5,-2,12,0,8755
20190227,8,5,14,0,3987
20190228,7,2,13,0,6786
20190301,7,1,13,0,8706
20190302,8,1,15,0,12086
20190303,9,3,16,0,5358
20190304,10,5,16,0,3291
20190305,8,6,13,0,3261
20190306,8,6,12,0,4334
20190307,7,3,13,0,6619
20190308,6,1,13,0,7611
20190309,7,0,15,0,4706
20190310,10,7,15,0,4466
20190311,7,4,10,0,3875
20190312,4,0,8,0,3083
20190313,4,0,9,0,5204
20190314,5,-2,10,0,7562
20190315,6,2,11,0,1663
20190316,4,0,9,0,4555
20190317,6,3,12,0,5329
20190318,7,1,14,0,3243
20190319,10,3,17,0,4024
20190320,10,7,15,0,6427
20190321,7,2,11,0,3886
20190322,3,-1,8,0,3158
20190323,3,0,8,0,9049
20190324,4,-1,10,0,3106
20190325,7,3,12,0,3766
20190326,11,7,18,0,5230
20190327,12,9,16,0,3273
20190328,9,6,15,0,4131
20190329,9,6,15,0,2245
20190330,5,4,8,0,4206
20190331,4,3,8,0,2546
20190401,6,0,11,0,6583
20190402,7,1,13,0,2417
20190403,8,2,14,0,2318
20190404,9,3,16,0,2182
20190405,11,7,17,0,1767
20190406,9,6,12,0,2053
20190407,13,6,20,0,4953
20190408,12,8,17,0,3237
20190409,9,5,14,0,1377
20190410,7,5,10,0,1917
20190411,10,4,16,0,1785
20190412,11,6,18,0,1808
20190413,12,6,18,0,4837
20190414,10,7,14,0,2996
20190415,12,4,18,0,1886
20190416,15,7,23,0,4377
20190417,15,9,22,0,1380
20190418,13,10,16,0,1447
20190419,14,10,20,0,3930
20190420,14,10,19,0,2231
20190421,15,12,20,0,1892
20190422,19,11,28,0,1566
20190423,20,15,26,0,1367
20190424,20,16,26,0,1044
20190425,13,9,17,0,2712
20190426,8,6,10,0,1832
20190427,12,4,18,0,1823
20190428,13,10,17,0,1683
20190429,13,8,17,0,1011
20190430,16,9,23,0,2261
20190501,16,11,22,0,3648
20190502,17,11,25,0,2032
20190503,18,10,26,0,1432
20190504,20,12,27,0,1124
20190505,19,14,27,0,1157
20190506,15,10,20,0,1104
20190507,15,8,22,0,2022
20190508,16,10,21,0,1502
20190509,17,12,23,0,1562
20190510,18,10,27,0,1100
20190511,20,13,28,0,854
20190512,22,15,29,0,858
20190513,19,16,23,0,2220
20190514,20,13,27,0,1415
20190515,21,15,28,0,2303
20190516,24,17,30,0,3206
20190517,24,18,28,0,2485
20190518,23,19,26,0,2553
20190519,19,18,22,0,2748
20190520,16,13,20,0,1501
20190521,17,12,24,0,1371
20190522,20,12,27,0,1361
20190523,22,15,29,0,1375
20190524,24,16,33,0,1658
20190525,23,18,29,0,4815
20190526,25,19,31,0,3616
20190527,18,14,22,0,4290
20190528,18,12,25,0,3039
20190529,20,13,27,0,4985
20190530,20,15,25,0,5618
20190531,19,16,23,0,9918
20190601,19,15,24,0,7304
20190602,21,14,28,0,4948
20190603,23,16,30,0,3523
20190604,23,18,29,0,3936
20190605,23,18,30,0,5030
20190606,21,19,25,0,11117
20190607,20,17,25,0,8494
20190608,22,16,28,0,2412
20190609,22,17,27,0,4357
20190610,18,16,22,0,1059
20190611,21,16,26,0,1992
20190612,22,16,26,0,4968
20190613,23,17,29,0,2948
20190614,23,19,28,0,2584
20190615,22,18,27,0,898
20190616,22,16,27,0,666
20190617,22,18,26,0,1041
20190618,21,17,25,0,2417
20190619,21,19,25,0,721
20190620,23,20,28,0,1518
20190621,22,19,26,0,12486
20190622,24,18,31,0,45942
20190623,25,19,31,0,28662
20190624,25,21,31,0,16867
20190625,26,20,33,0,3423
20190626,26,21,30,0,2460
20190627,26,22,31,0,2610
20190628,25,22,29,0,3850
20190629,23,20,28,0,5887
20190630,24,21,29,0,1297
20190701,24,21,29,0,4267
