year,avgTemp,minTemp,maxTemp,corona,result
20190402,7,1,13,0,95
20190403,8,2,14,0,71
20190404,9,3,16,0,73
20190405,11,7,17,0,60
20190406,9,6,12,0,55
20190407,13,6,20,0,220
20190409,9,5,14,0,81
20190410,7,5,10,0,35
20190411,10,4,16,0,94
20190412,11,6,18,0,61
20190413,12,6,18,0,315
20190414,10,7,14,0,79
20190416,15,7,23,0,99
20190417,15,9,22,0,122
20190418,13,10,16,0,95
20190419,14,10,20,0,65
20190420,14,10,19,0,165
20190421,15,12,20,0,257
20190423,20,15,26,0,96
20190424,20,16,26,0,176
20190425,13,9,17,0,43
20190426,8,6,10,0,26
20190427,12,4,18,0,255
20190428,13,10,17,0,154
20190430,16,9,23,0,86
20190501,16,11,22,0,267
20190502,17,11,25,0,68
20190503,18,10,26,0,266
20190504,20,12,27,0,142
20190505,19,14,27,0,296
20190506,15,10,20,0,193
20190507,15,8,22,0,69
20190508,16,10,21,0,59
20190509,17,12,23,0,98
20190510,18,10,27,0,116
20190511,20,13,28,0,741
20190512,22,15,29,0,402
20190514,20,13,27,0,170
20190515,21,15,28,0,98
20190516,24,17,30,0,118
20190517,24,18,28,0,107
20190518,23,19,26,0,224
20190519,19,18,22,0,44
20190521,17,12,24,0,139
20190522,20,12,27,0,102
20190523,22,15,29,0,146
20190524,24,16,33,0,86
20190525,23,18,29,0,161
20190526,25,19,31,0,152
20190528,18,12,25,0,141
20190529,20,13,27,0,107
20190530,20,15,25,0,98
20190531,19,16,23,0,163
20190601,19,15,24,0,198
20190602,21,14,28,0,188
20190604,23,18,29,0,133
20190605,23,18,30,0,131
20190606,21,19,25,0,143
20190607,20,17,25,0,51
20190608,22,16,28,0,208
20190609,22,17,27,0,170
20190611,21,16,26,0,147
20190612,22,16,26,0,75
20190613,23,17,29,0,118
20190614,23,19,28,0,111
20190615,22,18,27,0,203
20190616,22,16,27,0,181
20190618,21,17,25,0,68
20190619,21,19,25,0,59
20190620,23,20,28,0,124
20190621,22,19,26,0,104
20190622,24,18,31,0,210
20190623,25,19,31,0,141
20190625,26,20,33,0,65
20190626,26,21,30,0,165
20190627,26,22,31,0,79
20190628,25,22,29,0,72
20190629,23,20,28,0,164
20190630,24,21,29,0,191
20190702,24,21,30,0,112
20190703,24,21,27,0,74
